onset	duration	trial_type	weight
7.399	10.0	extension	1
28.698	10.0	flexion	1
50.399	10.0	extension	1
74.1	10.0	flexion	1
95.799	10.0	extension	1
119.499	10.0	flexion	1
142.001	10.0	extension	1
164.901	10.0	flexion	1
186.602	10.0	extension	1
208.301	10.0	flexion	1
231.199	10.0	extension	1
252.9	10.0	flexion	1
275.7	10.0	extension	1
299.401	10.0	flexion	1
321.9	10.0	extension	1
343.2	10.0	flexion	1
362.801	10.0	extension	1
387.3	10.0	flexion	1
