onset	duration	trial_type	weight
5.7	10.0	flexion	1
29.401	10.0	extension	1
51.9	10.0	flexion	1
73.203	10.0	extension	1
95.302	10.0	flexion	1
119.803	10.0	extension	1
141.502	10.0	flexion	1
163.604	10.0	extension	1
187.301	10.0	flexion	1
207.804	10.0	extension	1
231.103	10.0	flexion	1
254.002	10.0	extension	1
276.704	10.0	flexion	1
298.003	10.0	extension	1
320.502	10.0	flexion	1
344.202	10.0	extension	1
365.91	10.0	flexion	1
388.802	10.0	extension	1
