onset	duration	trial_type	weight
5.701	10.0	extension	1
29.4	10.0	flexion	1
51.9	10.0	extension	1
73.202	10.0	flexion	1
95.301	10.0	extension	1
119.801	10.0	flexion	1
141.5	10.0	extension	1
163.6	10.0	flexion	1
187.301	10.0	extension	1
207.802	10.0	flexion	1
231.101	10.0	extension	1
254.001	10.0	flexion	1
276.5	10.0	extension	1
298.603	10.0	flexion	1
322.301	10.0	extension	1
342.802	10.0	flexion	1
366.101	10.0	extension	1
389.002	10.0	flexion	1
