onset	duration	weight
14.917	15	1
44.918	15	1
74.918	15	1
104.92	15	1
134.9	15	1
164.92	15	1
194.9	15	1
224.91	15	1
254.91	15	1
284.91	15	1
314.91	15	1
344.91	15	1
