onset	duration	trial_type	weight
7.4	10.0	flexion	1
28.701	10.0	extension	1
50.4	10.0	flexion	1
74.1	10.0	extension	1
95.8	10.0	flexion	1
119.501	10.0	extension	1
142.001	10.0	flexion	1
164.9	10.0	extension	1
186.6	10.0	flexion	1
208.301	10.0	extension	1
231.201	10.0	flexion	1
252.903	10.0	extension	1
276.701	10.0	flexion	1
298.002	10.0	extension	1
320.501	10.0	flexion	1
344.202	10.0	extension	1
365.903	10.0	flexion	1
388.803	10.0	extension	1
