onset	duration	trial_type	weight
5.699	10.0	flexion	1
29.401	10.0	extension	1
51.9	10.0	flexion	1
73.2	10.0	extension	1
95.301	10.0	flexion	1
119.801	10.0	extension	1
141.502	10.0	flexion	1
163.6	10.0	extension	1
187.301	10.0	flexion	1
207.802	10.0	extension	1
231.102	10.0	flexion	1
254.001	10.0	extension	1
277.101	10.0	flexion	1
298.403	10.0	extension	1
320.102	10.0	flexion	1
342.602	10.0	extension	1
366.301	10.0	flexion	1
389.602	10.0	extension	1
