onset	duration	trial_type	weight
5.702	10.0	flexion	1
29.402	10.0	extension	1
51.901	10.0	flexion	1
73.2	10.0	extension	1
95.304	10.0	flexion	1
119.802	10.0	extension	1
141.502	10.0	flexion	1
163.603	10.0	extension	1
187.303	10.0	flexion	1
207.803	10.0	extension	1
231.104	10.0	flexion	1
254.003	10.0	extension	1
277.103	10.0	flexion	1
298.404	10.0	extension	1
320.103	10.0	flexion	1
342.603	10.0	extension	1
366.304	10.0	flexion	1
389.604	10.0	extension	1
