onset	duration	trial_type	weight
5.699	10.0	extension	1
29.399	10.0	flexion	1
51.898	10.0	extension	1
73.199	10.0	flexion	1
95.299	10.0	extension	1
119.801	10.0	flexion	1
141.499	10.0	extension	1
163.602	10.0	flexion	1
187.301	10.0	extension	1
207.8	10.0	flexion	1
231.1	10.0	extension	1
254.001	10.0	flexion	1
276.5	10.0	extension	1
298.6	10.0	flexion	1
322.301	10.0	extension	1
342.801	10.0	flexion	1
366.101	10.0	extension	1
389.001	10.0	flexion	1
